id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,10,1,1,1,1,1,7,21,16,21,24,21,1,19,4,8,21,24,4,4,1,12,12,14,12,23,24
mh1,mh1,50.0,1,17,1,1,1,1,3,1,3,1,17,1,17,24,17,15,16,1,8,17,24,1,1,0,1,1,1,14,17,24
mnh0,mnh0,50.0,3,1,27,3,11,3,16,9,16,13,1,37,1,43,1,41,41,13,16,1,43,13,15,20,29,29,35,40,1,49
mnh1,mnh1,50.0,2,1,17,3,2,3,3,2,3,10,33,22,40,1,33,30,31,6,11,33,44,8,6,11,2,19,21,22,36,49
mnh2,mnh2,50.0,1,1,14,1,2,1,12,2,12,1,23,1,27,29,1,1,1,10,12,22,1,4,4,12,1,1,1,1,23,1
mnh3,mnh3,50.0,1,32,1,10,1,10,5,1,5,1,23,15,24,1,24,1,1,1,5,22,1,1,1,5,17,17,17,15,23,29
mnh4,mnh4,50.0,1,23,10,9,1,9,7,4,7,6,1,10,1,1,1,10,14,6,8,1,1,6,6,8,10,10,10,10,18,21
mnh5,mnh5,50.0,1,1,1,1,1,1,23,1,1,2,60,1,28,28,28,1,1,19,1,29,28,2,3,1,1,1,1,1,59,28
mnh6,mnh6,50.0,1,42,21,1,1,1,16,5,17,1,1,24,1,39,1,30,19,1,16,36,39,8,1,16,25,25,26,27,38,40
lpsh0,lpsh0,1.0,1,1,1,1,1/2,12,1,0/1,1,1,20,17,0/20,20,20,1,1,1,7,20,20,1,1,9,18,18,18,17,20,30
lpsnh0,lpsnh0,1.0,1/7,1,9,1,1,1,1,1,1,1,33/29,16/17,29,44,40,25,28,1,1,32/31,44,4,3,1,9/11,9/11,12,15,36,44
lpsnh1,lpsnh1,1.0,1,23,1,11/12,1,1/12,1,1,1,1,23,1,23,23,23,1,19/21,1,9,24,28,8,5,9/10,1,1,1,1,25/27,23/28
lpsnh2,lpsnh2,1.0,1/2,1,9,2,2,2,2/5,2,2/5,2,23,9,21,28,21,17,17,2,8,19,28,2,3,6/7,9,9,9,9,21/22,42
lpsnh3,lpsnh3,1.0,1,1,12,1,3,1,1,1,1,4,43,15,44/45,49/50,44,1,1/25,4,8,41,46,5,6,8,16/15,16/15,19/20,23,41,1
