id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,0,0,0,0,0,0,22,0,0,10,0,13,0,0,13,0,15,12,0,0,0,0,19,0,0,13,0,0,17,21
mh1,mh1,50.0,1,1,1,1,1,1,30,6,1,6,17,6,5,0,11,23,1,6,1,0,15,0,17,0,1,12,14,17,17,21
mh2,mh2,50.0,3,1,3,3,3,3,17,3,4,3,3,3,4,4,3,3,3,3,0,4,11,4,15,4,7,3,11,13,3,3
mh3,mh3,50.0,1,1,1,2,2,2,1,2,2,4,2,4,2,2,4,28,2,4,2,2,2,2,2,2,2,4,8,24,2,2
mh4,mh4,50.0,1,3,1,1,1,1,1,1,1,1,16,1,1,1,1,16,12,1,12,1,13,7,0,1,1,1,13,16,0,19
mh5,mh5,50.0,1,1,1,1,1,1,22,1,1,1,18,9,1,1,9,18,1,1,1,6,14,1,18,1,0,11,14,18,18,18
mh6,mh6,50.0,1,1,1,1,15,15,1,1,1,9,1,9,1,1,13,1,15,9,15,1,15,4,0,1,1,9,15,0,20,1
mh7,mh7,50.0,1,1,2,2,2,2,2,7,7,7,2,7,12,9,7,2,2,7,2,9,2,9,2,10,0,7,2,2,2,14
mh8,mh8,50.0,1,1,1,1,1,1,1,0,1,14,1,19,1,1,14,1,23,0,23,3,24,5,26,0,1,14,24,1,27,26
mh9,mh9,50.0,1,2,3,3,3,3,3,3,3,13,18,13,3,3,13,18,14,13,14,3,3,3,18,3,6,13,3,18,18,18
mh10,mh10,50.0,1,1,17,1,1,1,1,4,5,8,12,7,6,5,7,12,1,7,1,5,1,5,16,5,4,10,1,15,12,12
mh11,mh11,50.0,1,3,1,1,1,1,0,1,1,8,1,8,7,1,8,14,1,8,1,1,1,1,1,1,1,8,1,1,1,13
mnh0,mnh0,50.0,1,1,27,1,1,1,1,1,6,13,1,13,11,9,13,1,19,13,21,9,19,9,26,9,6,17,19,25,1,1
