id,feature,weight,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30
mh0,mh0,50.0,1,1,1,1,13,0,1,1,1,3,3,1,1,3,1,1,3,3,3,3,1,10,3,17,17,3,9,0,17,17
mh1,mh1,50.0,9,1,9,1,1,1,9,9,22,1,1,9,18,1,27,24,1,1,1,7,17,1,1,10,10,2,1,20,10,10
mh2,mh2,50.0,1,1,1,1,6,1,1,12,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11
mh3,mh3,50.0,1,1,1,3,1,3,1,13,1,3,3,1,1,3,1,1,3,3,3,3,1,3,3,1,1,3,3,10,0,12
mh4,mh4,50.0,1,1,1,1,6,1,0,20,28,1,1,0,1,1,0,0,1,1,1,1,9,1,1,1,11,1,1,10,1,1
mh5,mh5,50.0,1,0,1,0,0,0,0,1,1,7,6,1,1,9,1,17,7,9,7,8,1,8,0,13,13,0,5,13,12,12
mh6,mh6,50.0,17,8,10,1,8,1,21,10,19,1,1,20,10,1,20,21,1,1,1,1,13,1,4,10,10,4,1,10,14,10
mh7,mh7,50.0,1,1,1,1,1,1,15,1,15,8,1,15,1,8,17,16,8,8,8,8,1,8,1,0,1,5,1,1,1,1
mh8,mh8,50.0,0,1,9,1,1,1,23,19,28,1,1,23,9,1,23,31,1,8,1,1,9,1,3,9,9,3,3,12,9,9
mh9,mh9,50.0,14,1,1,1,1,1,14,1,24,1,1,14,1,8,14,14,1,8,1,1,1,1,1,11,11,1,6,12,11,11
mh10,mh10,50.0,0,1,10,1,1,1,0,0,0,2,2,23,0,2,0,21,2,2,2,2,0,2,5,12,12,5,2,12,0,0
mh11,mh11,50.0,12,3,1,3,3,3,12,8,12,4,6,12,8,4,12,12,4,4,7,4,8,4,4,10,10,5,4,10,8,8
mh12,mh12,50.0,12,1,1,1,1,0,12,11,14,0,0,16,7,0,16,12,0,0,0,0,7,0,0,7,7,0,0,7,7,7
mh13,mh13,50.0,32,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,19,19,1,7,19,19,28
mh14,mh14,50.0,1,10,1,4,10,4,1,18,19,4,4,1,1,4,1,1,4,4,4,4,1,9,6,12,13,6,8,12,14,1
mnh0,mnh0,50.0,1,1,1,1,5,1,12,11,12,1,1,12,1,1,12,12,1,1,1,4,1,1,1,6,6,1,1,10,6,6
mnh1,mnh1,50.0,1,2,1,2,2,2,1,14,1,2,2,1,15,2,1,24,2,2,2,11,15,10,2,15,15,2,8,19,21,15
mnh2,mnh2,50.0,19,10,19,12,18,12,30,21,31,12,12,30,21,12,30,30,12,12,12,12,21,12,12,25,25,12,15,25,29,25
mnh3,mnh3,50.0,1,1,1,1,1,1,1,8,1,1,1,1,9,1,1,1,1,1,1,1,12,1,1,8,8,1,7,8,8,8
